file,sentId,eId,eiId,eText,normalization,CT_plus,CT_minus,PR_plus,PR_minus,PS_plus,PS_minus,Uu
wsj_0184.tml,14,e50,ei456,trim,"Upjohn will trim only about 275 to 350 of its more than 21,000 jobs world-wide",0,0,9,0,0,0,1
wsj_0187.tml,9,e14,ei266,expected,a swift transition is expected,8,0,2,0,0,0,0
wsj_0187.tml,9,e44,ei264,settlement,there will be a settlement,1,0,3,0,3,0,3
wsj_0187.tml,10,e18,ei271,become,the government and Union Bank of Finland will become major shareholders in the new company,9,0,1,0,0,0,0
wsj_0189.tml,10,e14,ei2232,closed,the battery plant will be closed,9,0,1,0,0,0,0
wsj_0266.tml,5,e9,ei128,named,the Reserve Fund was named,0,9,0,0,0,0,1
wsj_0321.tml,4,e12,ei159,abandoning,StatesWest is abandoning its pursuit,0,10,0,0,0,0,0
wsj_0329.tml,4,e10,ei61,purchase,the Dallas oil and gas concern will purchase a 10% net-profits interest in certain oil and gas properties from National Canada Corp.,7,0,2,0,0,0,1
wsj_0332.tml,3,e1,ei154,making,Orkem S.A. is making a friendly bid,10,0,0,0,0,0,0
wsj_0332.tml,8,e22,ei171,addition,there will be the addition of related Orkem businesses and further acquisitions,2,0,4,0,2,0,2
wsj_0332.tml,8,e24,ei172,acquisitions,there will be further acquisitions,1,0,2,0,7,0,0
wsj_0332.tml,8,e45,ei170,restructuring,there will be a restructuring of Orkem's U.K. unit,5,0,3,0,1,0,1
wsj_0340.tml,3,e3,ei101,help,"the 43,000 shares of Cie. de Navigation Mixte will help fend off an unwelcome takeover bid for the company",2,0,3,0,4,0,1
wsj_0340.tml,3,e4,ei102,fend,"the 43,000 shares of Cie. de Navigation Mixte will fend off an unwelcome takeover bid for the company",1,0,4,0,4,0,1
wsj_0376.tml,4,e1,ei1989,announced,Courtaulds PLC announced some plans,9,1,0,0,0,0,0
wsj_0376.tml,13,e104,ei2019,focus,both the chemicals and textile businesses will focus more closely on core activities,0,0,6,0,1,0,3
wsj_0376.tml,15,e110,ei2026,happy,Courtaulds' institutional shareholders are happy,1,0,2,0,2,0,5
wsj_0471.tml,3,e10,ei127,agreement,there is an agreement between the two concerns,8,0,2,0,0,0,0
wsj_0505.tml,10,e31,ei2015,increase,Ratners will increase the number of its U.S. stores,2,0,3,0,5,0,0
wsj_0505.tml,10,e135,ei2024,450,there will be about 450 stores,5,0,3,0,2,0,0
wsj_0527.tml,4,e6,ei1993,meet,Crossland will meet the new government capital criteria,0,0,0,5,0,5,0
wsj_0527.tml,18,e61,ei2035,placed,it also placed on CreditWatch for possible downgrade other securities,10,0,0,0,0,0,0
wsj_0533.tml,11,e42,ei505,approved,the offer will be approved,0,0,10,0,0,0,0
wsj_0533.tml,13,e61,ei512,offer,there is an offer,8,0,1,0,1,0,0
wsj_0541.tml,4,e19,ei88,due,"the debentures are due March 1, 2011",9,0,1,0,0,0,0
wsj_0542.tml,9,e104,ei400,goal,the 20% growth rate is the goal of Telerate's management,4,0,2,1,2,0,1
wsj_0542.tml,12,e101,ei394,fair,the $18-a-share price is fair to Telerate's minority shareholders,2,0,1,0,6,0,1
wsj_0542.tml,13,e61,ei396,negotiations,there are negotiations,10,0,0,0,0,0,0
wsj_0542.tml,13,e66,ei399,changes,there were changes in the offer,0,10,0,0,0,0,0
wsj_0551.tml,4,e1,ei82,become,Trustcorp Inc. will become Society Bank and Trust when its merger is completed with Society Corp. of Cleveland,10,0,0,0,0,0,0
wsj_0551.tml,6,e9,ei88,transaction,there will be a transaction,4,0,6,0,0,0,0
wsj_0551.tml,6,e12,ei90,close,the transaction will close,2,0,6,0,2,0,0
wsj_0557.tml,4,e10,ei1997,pay,the food and tobacco giant will pay debt,2,0,4,0,0,0,4
wsj_0557.tml,9,e26,ei2012,sale,there will be a sale,0,0,4,0,4,0,2
wsj_0557.tml,9,e89,ei2013,fall,the sale will fall through,0,0,0,0,10,0,0
wsj_0557.tml,17,e61,ei2025,said,Lisbeth Echeandia said something about Nestle,10,0,0,0,0,0,0
wsj_0558.tml,9,e19,ei2009,has,the company has an estimate of the impact of the earthquake,0,10,0,0,0,0,0
wsj_0558.tml,9,e20,ei2010,estimate,there is an estimate of the impact of the earthquake,0,10,0,0,0,0,0
wsj_0568.tml,19,e2410,ei2867,problem,there will be a huge problem,0,0,3,0,6,0,1
wsj_0568.tml,22,e110,ei2877,pay,Unisys will pay about $100 million in interest every quarter,8,0,1,0,0,0,1
wsj_0568.tml,34,e172,ei2914,do,Unisys will do little better than break even in the fourth quarter,0,0,8,0,1,0,1
wsj_0570.tml,6,e14,ei434,merger,there will be a merger,0,0,0,0,6,0,4
wsj_0570.tml,15,e56,ei466,made,it made merger overtures to the board,2,8,0,0,0,0,0
wsj_0570.tml,15,e58,ei468,overtures,there were merger overtures to the board,0,9,0,0,0,0,1
wsj_0570.tml,15,e112,ei467,merger,there was a merger,0,10,0,0,0,0,0
wsj_0570.tml,16,e61,ei470,intent,there is an intent to acquire Automated Custom Systems Inc.,10,0,0,0,0,0,0
wsj_0575.tml,5,e6,ei2642,proved,the go-it-alone approach nearly proved fatal,10,0,0,0,0,0,0
wsj_0575.tml,24,e102,ei2697,intends,Control Data intends to bid for the coming Minnesota lottery contract,9,0,0,1,0,0,0
wsj_0575.tml,24,e104,ei2698,bid,Control Data will bid for the coming Minnesota lottery contract,1,0,8,0,1,0,0
wsj_0575.tml,24,e105,ei2699,seeking,Control Data is seeking new applications for the technology overseas,10,0,0,0,0,0,0
wsj_0575.tml,40,e183,ei2741,said,Perlman and Price said he spends much time considering the possibility of a hostile takeover,0,9,0,1,0,0,0
wsj_0583.tml,14,e56,ei2019,expect,the analysts expect the Sansui deal to touch off a fresh wave of foreign purchases,3,6,1,0,0,0,0
wsj_0583.tml,23,e102,ei2039,changes,there are changes in the marketplace,10,0,0,0,0,0,0
wsj_0583.tml,32,e156,ei2064,jettisoning,Polly Peck is jettisoning the existent top-management structure of Sansui,0,10,0,0,0,0,0
wsj_0584.tml,3,e1,ei2573,agreement,there is an agreement between BellSouth Corp. and LIN Broadcasting Corp.,9,0,0,0,0,0,1
wsj_0584.tml,3,e4,ei2575,fail,the bolstered cellular agreement will fail to fend off McCaw Cellular Communications Inc.,0,0,1,0,7,0,2
wsj_0584.tml,3,e7,ei2576,fend,the agreement will fend off McCaw Cellular Communications Inc.,0,2,0,3,1,3,1
wsj_0584.tml,5,e14,ei2582,mortgage,the debt will mortgage the cellular company's future earning power,0,0,3,0,6,0,1
wsj_0584.tml,7,e32,ei2591,merger,there will be a merger,2,0,1,0,6,0,1
wsj_0584.tml,8,e41,ei2596,commitments,there are commitments from banks,0,10,0,0,0,0,0
wsj_0584.tml,8,e43,ei2597,obtained,commitments from banks have been obtained,0,10,0,0,0,0,0
wsj_0584.tml,9,e45,ei2598,received,"under previous terms, holders received a dividend of only $20 a share",6,1,1,0,1,0,1
wsj_0584.tml,23,e100,ei2632,become,it will become non-economical for one company,5,0,5,0,0,0,0
wsj_0584.tml,26,e107,ei2640,sweeten,BellSouth will sweeten the pact further,8,0,0,0,1,0,1
wsj_0584.tml,30,e327,ei2659,high,the trading value of the new cellular company is as high as the value that shareholders would have realized from the McCaw offer,0,5,1,0,0,0,4
wsj_0584.tml,36,e332,ei2668,willing,a sleeping Bell mentality is willing to take on dilution,0,0,1,4,2,1,2
wsj_0585.tml,4,e1,ei1989,adding,market makers in Nasdaq over-the-counter stocks are adding their voices to the swelling chorus of complaints about program trading,10,0,0,0,0,0,0
wsj_0585.tml,9,e33,ei1995,known,the portion of OTC volume attributable to program trading is known,1,9,0,0,0,0,0
wsj_0585.tml,16,e305,ei2020,troubled,Peter DaPuzzo was troubled by program trading,0,10,0,0,0,0,0
wsj_0585.tml,22,e92,ei2035,hurt,the programs hurt market makers more painfully these days,2,0,7,0,0,0,1
wsj_0585.tml,26,e326,ei2046,willing,they are willing to buy shares,0,0,2,0,1,0,7
wsj_0585.tml,27,e130,ei2048,suffer,market makers suffer huge losses,1,0,0,0,5,0,4
wsj_0585.tml,27,e327,ei2049,losses,there will be huge losses,0,0,2,0,3,0,5
wsj_0585.tml,33,e333,ei2066,losses,makers suffer losses when program trading drags the market down,10,0,0,0,0,0,0
wsj_0585.tml,42,e345,ei2078,own,individual investors own 65% of the OTC market's capitalization,10,0,0,0,0,0,0
wsj_0585.tml,60,e1091,ei2136,discussions,there are discussions,9,0,1,0,0,0,0
wsj_0586.tml,10,e42,ei1397,account,there was a new account,8,0,2,0,0,0,0
wsj_0586.tml,26,e111,ei1466,dashed,real estate issues were dashed Friday,8,1,0,0,0,0,1
wsj_0586.tml,43,e335,ei1520,declines,there were declines in other markets,8,0,1,0,0,0,1
wsj_0610.tml,6,e5,ei1998,work,there is work on the cereal plant to be,0,7,1,0,0,0,2
wsj_0610.tml,8,e197,ei2007,outlook,there is a more pessimistic long-term outlook,0,0,1,1,7,0,1
wsj_0610.tml,9,e198,ei2008,successful,Kellogg has been as successful as rival General Mills Inc.,0,10,0,0,0,0,0
wsj_0610.tml,10,e19,ei2011,believed,Kellogg's current share is believed to be slightly under 40%,10,0,0,0,0,0,0
wsj_0610.tml,29,e95,ei2069,scaled,the ambitious plans will be scaled back,0,0,2,0,7,0,1
wsj_0610.tml,31,e105,ei2073,built,the plant will be built,0,0,6,3,0,0,1
wsj_0610.tml,32,e107,ei2074,regain,the speaker and his people will regain their leadership level,1,0,4,0,4,1,0
wsj_0610.tml,32,e108,ei2076,continue,the speaker and his people will continue to put new products into the marketplace,7,0,3,0,0,0,0
wsj_0610.tml,32,e110,ei2077,put,the speaker and his people are putting put new products into the marketplace,9,0,1,0,0,0,0
wsj_0610.tml,32,e114,ei2080,look,the speaker and his people will look at resuming their involvement with their plan,8,0,0,1,0,0,1
wsj_0610.tml,38,e1054,ei2130,optimistic,the company's plans have been overly optimistic,0,0,5,0,5,0,0
wsj_0610.tml,46,e157,ei2119,elaborate,the company did elaborate,0,10,0,0,0,0,0
wsj_0610.tml,46,e1045,ei2121,reasons,there are competitive reasons,8,0,2,0,0,0,0
wsj_0661.tml,4,e10,ei1996,consummated,a merger will be consummated,0,0,0,0,2,0,8
wsj_0662.tml,3,e1,ei116,agreed,Jayark Corp. agreed to pay $4 million in cash,10,0,0,0,0,0,0
wsj_0667.tml,5,e44,ei1995,costs,there were transaction costs,9,0,1,0,0,0,0
wsj_0670.tml,5,e10,ei1997,sell,the company will sell the extrusion division for $15 million to R.D. Werner Co.,8,0,2,0,0,0,0
wsj_0670.tml,7,e19,ei2003,earned,National Intergroup earned $22.5 million,10,0,0,0,0,0,0
wsj_0670.tml,11,e41,ei2014,payments,there will be payments of additional proceeds,1,0,1,0,7,0,1
wsj_0674.tml,5,e11,ei1996,declined,a company official declined further comment,10,0,0,0,0,0,0
wsj_0674.tml,5,e12,ei1997,comment,there was further comment,0,10,0,0,0,0,0
wsj_0674.tml,6,e14,ei1999,holds,the company currently holds about 4.2 million of Innopac's 13.8 million common shares outstanding,9,0,1,0,0,0,0
wsj_0675.tml,3,e5,ei746,continue,big institutional investors will continue the practice,0,0,9,0,0,0,1
wsj_0675.tml,3,e144,ei747,practice,the practice (program trading) will continue,1,0,7,1,0,0,1
wsj_0675.tml,4,e147,ei753,trading,there is stock-index arbitrage trading,5,5,0,0,0,0,0
wsj_0675.tml,5,e18,ei755,continue,stock-index funds will continue launching big programs through the market,1,0,8,0,1,0,0
wsj_0675.tml,5,e19,ei756,launching,stock-index funds are launching big programs,4,0,6,0,0,0,0
wsj_0675.tml,5,e146,ei757,programs,big programs will be launched,0,0,7,0,2,0,1
wsj_0675.tml,12,e42,ei774,demand,there will be demand from the auto sector,1,0,0,1,2,0,6
wsj_0675.tml,13,e326,ei775,plead,Southern's Gulf Power unit will plead guilty this week,0,0,1,0,8,0,1
wsj_0675.tml,14,e50,ei779,pact,there will be a pact,0,0,5,0,5,0,0
wsj_0675.tml,16,e62,ei790,fail,the new pact will fail to thwart rival suitor McCaw Cellular,0,0,0,0,9,0,1
wsj_0675.tml,16,e65,ei791,thwart,the new pact will thwart rival suitor McCaw Cellular,0,0,0,2,4,3,1
wsj_0675.tml,21,e83,ei808,go,GM and Ford will go head to head in the markets to buy up rival 15% stakes in Jaguar,0,0,9,0,0,0,1
wsj_0675.tml,21,e87,ei809,buy,GM and Ford will buy up rival 15% stakes in Jaguar,0,0,8,0,2,0,0
wsj_0675.tml,24,e100,ei818,opening,Japan is opening up to more foreign takeovers,0,0,0,8,0,1,1
wsj_0675.tml,24,e101,ei819,takeovers,there are foreign takeovers,1,3,0,2,1,0,3
wsj_0675.tml,25,e638,ei821,work,there is work on a $1 billion cereal plant,0,9,0,0,0,0,1
wsj_0675.tml,26,e109,ei826,claims,there are claims totaling nearly $1 billion,3,0,0,0,6,0,1
wsj_0679.tml,5,e10,ei314,develop,Hewlett-Packard will develop and maintain a strategic partnership,5,0,3,0,0,0,2
wsj_0679.tml,10,e40,ei336,sold,half will be sold directly to Hewlett-Packard,1,0,1,0,6,1,1
wsj_0695.tml,11,e33,ei160,controls,the Patterson group controls more than 40% of Rally's stock,1,0,8,0,1,0,0
wsj_0695.tml,12,e34,ei161,available,rally officials were available,0,10,0,0,0,0,0
wsj_0706.tml,5,e10,ei1994,intent,there is an intent to purchase La Jolla Bancorp,10,0,0,0,0,0,0
wsj_0713.tml,4,e1,ei120,cleared,West German and French authorities have cleared Dresdner Bank AG's takeover of a majority stake in Banque Internationale de Placement,10,0,0,0,0,0,0
wsj_0736.tml,5,e8,ei288,resulting,the one-time charge of $8.3 million will resulting in a net loss for the third quarter,5,0,4,0,0,0,1
wsj_0745.tml,4,e6,ei2455,battle,there will be a full-scale battle against Ford Motor Co.,0,0,0,0,10,0,0
wsj_0745.tml,5,e10,ei2459,purchase,GM will purchase more than $15 million worth of Jaguar shares,0,0,4,0,5,0,1
wsj_0745.tml,6,e14,ei2463,intends,"the No. 1 U.S. auto maker intends ""to go to that 15%"" level",7,0,0,0,1,0,2
wsj_0745.tml,8,e30,ei2476,deal,there will be a friendly deal with Jaguar,0,0,8,0,1,0,1
wsj_0745.tml,8,e2073,ei2477,involve,the deal with Jaguar will involve an eventual 30% stake and joint manufacturing ventures,1,0,8,0,1,0,0
wsj_0745.tml,8,e2075,ei2478,ventures,there will be joint manufacturing ventures,0,0,8,0,0,0,2
wsj_0745.tml,11,e2091,ei2486,war,there will be an all-out bidding war,0,0,0,9,0,1,0
wsj_0745.tml,14,e56,ei2494,convince,powerful political pressures will convince the Conservative government to keep its so-called golden share,0,0,0,0,10,0,0
wsj_0745.tml,14,e59,ei2495,keep, the Conservative government will keep its so-called golden share,1,0,1,0,7,0,1
wsj_0745.tml,20,e87,ei2508,turn,Ford will turn up the heat by convening a special shareholders' meeting,2,0,0,0,7,0,1
wsj_0745.tml,20,e90,ei2510,meeting,there will be a special shareholders' meeting,2,0,1,0,4,0,3
wsj_0745.tml,21,e92,ei2513,succeed,Ford will succeed,0,0,1,0,8,0,1
wsj_0745.tml,22,e97,ei2519,give,the government will give in readily to a hostile foray by Ford,0,1,0,8,0,0,1
wsj_0745.tml,24,e107,ei2525,settle,GM will settle for a minority stake,1,0,5,0,3,0,1
wsj_0745.tml,30,e141,ei2542,let,they will let GM amass more than 15%,1,0,0,0,8,0,1
wsj_0745.tml,30,e2011,ei2539,receptive,Prime Minister Margaret Thatcher is receptive to Jaguar's request,0,0,1,0,7,0,2
wsj_0751.tml,4,e1,ei138,cleared,Dime Savings Bank of New York was cleared by the Federal Deposit Insurance Corp. to acquire Starpointe Savings Bank of Somerset,10,0,0,0,0,0,0
wsj_0751.tml,6,e10,ei145,move,there will be a move,4,0,3,0,0,0,3
wsj_0751.tml,7,e16,ei149,set,a closing date has been set,0,10,0,0,0,0,0
wsj_0752.tml,3,e1,ei95,authorized,the directors authorized a 3-for-2 split of the common,10,0,0,0,0,0,0
wsj_0762.tml,3,e1,ei1991,declared,CAMBREX Corp. declared its initial quarterly of five cents a share,10,0,0,0,0,0,0
wsj_0762.tml,6,e10,ei2002,flow,there will be cash flow in 1990,2,0,5,0,3,0,0
wsj_0768.tml,12,e39,ei2595,spell,the withdrawals will spell trouble,0,0,0,0,10,0,0
wsj_0768.tml,12,e41,ei2596,trouble,there will be trouble for the $200 billion junk market,0,0,0,0,8,0,2
wsj_0768.tml,13,e44,ei2598,continue,the heavy outflows will continue,1,0,0,0,2,0,7
wsj_0768.tml,14,e54,ei2604,erode,such selling will erode prices of high-yield junk bonds,0,0,2,0,8,0,0
wsj_0768.tml,23,e189,ei2619,squeeze,there was a credit squeeze,10,0,0,0,0,0,0
wsj_0768.tml,43,e152,ei2660,forced,funds will be forced to accept lower prices,0,0,0,1,9,0,0
wsj_0768.tml,43,e155,ei2661,accept,funds will accept lower prices,0,0,0,0,8,0,2
wsj_0768.tml,44,e160,ei2665,plunge,asset values of the funds will plunge,0,0,1,0,8,1,0
wsj_0778.tml,13,e93,ei2030,issued,prosecutors issued their warning,9,0,1,0,0,0,0
wsj_0778.tml,14,e101,ei2036,expect,Mr. Antar's lawyers expect that any fees collected from Mr. Antar may be seized,7,0,2,0,0,0,1
wsj_0778.tml,14,e104,ei2037,seized,fees collected from Mr. Antar will be seized,0,0,6,0,4,0,0
wsj_0778.tml,15,e107,ei2039,believe,prosecutors believe Mr. Antar's allegedly ill-gotten gains are so great that any money he has used to pay attorneys derives from illegal activities,9,0,0,0,1,0,0
wsj_0781.tml,3,e2,ei2217,delay,the chip's flaws will delay several computer makers' marketing efforts,1,0,1,0,8,0,0
wsj_0781.tml,3,e5,ei2219,expected,"the ""bugs"" are expected to hurt Intel",2,4,0,4,0,0,0
wsj_0781.tml,3,e8,ei2220,hurt,"the ""bugs"" hurt Intel",0,0,0,10,0,0,0
wsj_0781.tml,4,e14,ei2223,cleared,the defects will be cleared up,0,0,8,0,2,0,0
wsj_0781.tml,8,e233,ei2239,part,there is a normal part of product development,8,0,0,0,0,0,2
wsj_0781.tml,9,e44,ei2243,ship,Hewlett will ship a computer based on the 486 chip,5,0,4,0,1,0,0
wsj_0781.tml,14,e240,ei2255,responsible,concern about the chip is responsible for a decline of 87.5 cents in Intel's stock,0,0,2,0,8,0,0
wsj_0781.tml,14,e241,ei2259,responsible,concern about the chip is partly responsible for a drop in Compaq's stock,1,0,4,1,4,0,0
wsj_0781.tml,23,e106,ei2284,jumped,computer makers have jumped the gun to unveil 486-based products,7,0,2,0,1,0,0
wsj_0781.tml,41,e174,ei2320,challenge,machines using the 486 will challenge higher-priced work stations,1,0,7,0,2,0,0
wsj_0781.tml,48,e203,ei2329,reach,486-based machines will reach the market early next year,0,0,10,0,0,0,0
wsj_0786.tml,10,e19,ei398,announced,American Medical announced sharply lower earnings,10,0,0,0,0,0,0
wsj_0786.tml,10,e76,ei399,earnings,there were sharply lower earnings,10,0,0,0,0,0,0
wsj_0786.tml,10,e77,ei402,leases,there are real estate leases,4,1,0,0,1,0,4
wsj_0786.tml,12,e80,ei407,restructuring,there will be a restructuring to help boost the stock price,0,0,1,0,9,0,0
wsj_0786.tml,19,e65,ei433,materialized,they materialized,0,10,0,0,0,0,0
wsj_0791.tml,9,e14,ei192,made,"Norwood made ""no detailed plans""",9,0,1,0,0,0,0
wsj_0791.tml,9,e43,ei193,plans,detailed plans have been made,0,8,0,2,0,0,0
wsj_0798.tml,4,e4,ei215,raise,the proposed rights issue will raise about 396 million Canadian dollars net of expenses,3,0,3,0,4,0,0
wsj_0806.tml,6,e10,ei121,expects,the company expects to use the proceeds to repay certain bank debt,6,0,4,0,0,0,0
wsj_0810.tml,5,e11,ei2654,takeover,there will be a takeover,1,0,1,0,6,0,2
wsj_0810.tml,15,e174,ei2697,takeover,there was a takeover,0,9,0,0,0,0,1
wsj_0810.tml,20,e99,ei2723,launched,the bid was launched,9,0,0,0,0,0,1
wsj_0810.tml,20,e100,ei2724,sought,he sought approval,10,0,0,0,0,0,0
wsj_0810.tml,21,e108,ei2731,bid,Mr. Fournier will bid,0,0,1,5,2,2,0
wsj_0810.tml,23,e113,ei2733,support,the large institutions that hold nearly 50% of Navigation Mixte's capital all strongly support Mr. Fournier,1,0,1,0,3,4,1
wsj_0810.tml,27,e2010,ei2748,cost,the purchase of the additional 48% stake will cost more than 11 billion francs,2,0,8,0,0,0,0
wsj_0811.tml,5,e17,ei160,save,the debt reduction will save the Fort Lauderdale home video concern,0,0,8,0,1,0,1
wsj_0811.tml,6,e21,ei161,payments,there are periodic interest payments,0,10,0,0,0,0,0
wsj_0816.tml,9,e101,ei501,losers,their core auto operations were net losers in the third quarter,10,0,0,0,0,0,0
wsj_0816.tml,10,e106,ei504,volatility,there is volatility of stock prices,6,0,2,0,2,0,0
wsj_0816.tml,13,e114,ei514,growth,there will be much more sluggish growth in the fourth quarter,0,0,9,0,1,0,0
wsj_0904.tml,5,e10,ei359,jumped,net jumped to $87 million,10,0,0,0,0,0,0
wsj_0907.tml,6,e11,ei134,total,revenue in the latest quarter will total about $28 million,0,0,9,0,1,0,0
wsj_0918.tml,6,e19,ei2005,lowers,a strengthening in the dollar lowers the value of overseas earnings,9,1,0,0,0,0,0
wsj_0924.tml,4,e1,ei159,adopted,Dominion Textile Inc. holders adopted a shareholder-rights plan,10,0,0,0,0,0,0
wsj_0924.tml,7,e11,ei167,triggered,the rights will be triggered,0,0,1,0,4,0,5
wsj_0927.tml,23,e64,ei2453,has,his family has ties to the company,0,10,0,0,0,0,0
wsj_0928.tml,12,e35,ei2015,demand,there will be a demand for Sun's newest computers,4,0,1,0,1,1,3
wsj_0928.tml,15,e100,ei2025,record,there has been a record backlog of orders,10,0,0,0,0,0,0
wsj_0928.tml,17,e102,ei2030,vulnerable,Sun is vulnerable to competition from International Business Machines Corp.,7,0,3,0,0,0,0
wsj_0938.tml,12,e61,ei798,said,she said something about Mr. Drabinsky's offer,9,0,0,0,0,0,1
wsj_0938.tml,17,e195,ei811,had,Mr. Drabinsky had the right to vote those shares,3,1,0,2,1,0,3
wsj_0938.tml,17,e202,ei815,purchase,there was a purchase,3,7,0,0,0,0,0
wsj_0938.tml,19,e101,ei824,buy,MCA and the Bronfman associates will buy for $57 million,1,0,7,0,2,0,0
wsj_0938.tml,20,e106,ei827,done,things are being done at the suggestion of Mr. Drabinsky,10,0,0,0,0,0,0
wsj_0938.tml,20,e107,ei828,suggestion,there has been a suggestion from Mr. Drabinsky,9,0,1,0,0,0,0
wsj_0938.tml,20,e110,ei829,accommodate,they accommodate Mr. Drabinsky,10,0,0,0,0,0,0
wsj_0938.tml,29,e156,ei859,reached,Mr. Drabinsky was reached,0,9,0,0,0,1,0
wsj_0950.tml,9,e19,ei2004,fell,GM Class E fell,9,0,0,0,0,0,1
wsj_0950.tml,24,e61,ei2048,earned,EDS earned $315.8 million,10,0,0,0,0,0,0
wsj_0973.tml,4,e1,ei1991,capitalizing,Westinghouse Electric Corp. is capitalizing on a major restructuring program,10,0,0,0,0,0,0
wsj_0973.tml,14,e51,ei2016,order,there was a nuclear power plant order from a U.S. utility in about a decade,2,6,0,1,0,0,1
wsj_0973.tml,14,e138,ei2015,had,Westinghouse had a nuclear power plant order from a U.S. utility in about a decade,1,8,0,0,0,0,1
wsj_0973.tml,23,e101,ei2052,offset,gain will be offset,8,0,1,0,1,0,0
wsj_0973.tml,25,e105,ei2054,rise,capital expenditure in 1990 will rise slightly,6,0,3,0,0,0,1
wsj_0981.tml,11,e40,ei2296,used,the proceeds will be used for remodeling the company's Desert Inn resort in Las Vegas,1,0,6,0,2,0,1
wsj_0981.tml,14,e66,ei2316,begin,construction will begin in early 1991,1,0,7,0,2,0,0
wsj_1003.tml,4,e288,ei935,end,it will be the end of a two-year boom in the industry,5,0,5,0,0,0,0
wsj_1003.tml,5,e184,ei941,effect,there will be an effect of price erosion in major product lines,3,0,7,0,0,0,0
wsj_1003.tml,13,e201,ei963,vulnerable,Bethlehem is the most vulnerable to a slowdown,1,0,7,0,2,0,0
wsj_1003.tml,14,e56,ei966,linked,it has linked up with a joint venture partner to share costs and risks,0,10,0,0,0,0,0
wsj_1003.tml,14,e490,ei965,diversified,it has diversified beyond steel,0,10,0,0,0,0,0
wsj_1003.tml,22,e110,ei1002,dropped,third-quarter net income dropped 8%,10,0,0,0,0,0,0
wsj_1003.tml,23,e114,ei1008,consolidates,the company consolidates its Eastern Steel division,1,9,0,0,0,0,0
wsj_1003.tml,34,e248,ei1046,orders,there were orders,6,0,1,1,1,0,1
wsj_1006.tml,8,e22,ei2000,reached,he could be reached for comment,0,10,0,0,0,0,0
wsj_1006.tml,8,e25,ei2001,comment,there was comment,0,10,0,0,0,0,0
wsj_1006.tml,18,e61,ei2028,seen,Mr. Lortie's departure was seen as inevitable,9,0,1,0,0,0,0
wsj_1006.tml,18,e328,ei2029,inevitable,Mr. Lortie's departure was inevitable,5,0,4,0,0,0,1
wsj_1006.tml,27,e333,ei2075,under,discussions are under way,10,0,0,0,0,0,0
wsj_1006.tml,28,e102,ei2058,trying,Henri Roy is trying to put together a management buy-out,1,0,0,0,1,0,8
wsj_1006.tml,29,e105,ei2061,reached,Mr. Roy was reached,0,10,0,0,0,0,0
wsj_1008.tml,5,e10,ei108,help,Lawrence Insurance will help finance the acquisition of United Republic,1,0,8,0,1,0,0
wsj_1013.tml,15,e42,ei2449,divest,thrifts will divest high-yield bond investments,6,0,2,0,0,0,2
wsj_1013.tml,24,e92,ei2481,realized,investors realized that the thrift would be forced to take a big write-down,4,0,4,0,2,0,0
wsj_1013.tml,26,e100,ei2489,know,Columbia officials know how quickly they will dispose of the thrift's junk bonds,0,10,0,0,0,0,0
wsj_1013.tml,26,e102,ei2490,dispose,they will dispose of the thrift's junk bonds,0,0,4,0,4,0,2
wsj_1013.tml,26,e105,ei2491,allow,federal regulations allow thrifts to continue holding the bonds in separately capitalized subsidiaries,1,4,0,1,3,0,1
wsj_1013.tml,26,e108,ei2492,continue,thrifts will continue holding the bonds in separately capitalized subsidiaries,1,2,0,2,2,0,3
wsj_1013.tml,26,e111,ei2494,completed,federal regulations have been completed,0,10,0,0,0,0,0
wsj_1013.tml,27,e114,ei2496,face,the thrift will face problems,0,0,1,8,1,0,0
wsj_1013.tml,30,e134,ei2508,completed,many of the transactions were completed,3,5,1,0,0,0,1
wsj_1014.tml,3,e6,ei2261,war,there will be a bruising price war,0,0,5,0,5,0,0
wsj_1014.tml,7,e32,ei2280,means,Anheuser's entry into the fray means near-term earnings trouble for all the industry players,2,0,3,0,3,0,2
wsj_1014.tml,12,e58,ei2299,applied,the new strategy will be applied soon in selected markets nationwide,3,0,7,0,0,0,0
wsj_1014.tml,15,e410,ei2307,fallout,there will be fallout from the coming pricing struggle,1,0,1,0,7,0,1
wsj_1014.tml,19,e99,ei2332,see,the brewing giant will see that grow to 42.5% in the current year,1,0,8,0,0,0,1
wsj_1014.tml,19,e100,ei2333,grow,there will be a grow to 42.5% in the current year,1,0,3,0,6,0,0
wsj_1014.tml,20,e102,ei2334,decided,Anheuser decided to join in the barroom brawl,10,0,0,0,0,0,0
wsj_1014.tml,20,e104,ei2335,join,Anheuser will join in the barroom brawl,8,0,0,0,2,0,0
wsj_1014.tml,20,e105,ei2336,brawl,there is some barroom brawl,8,2,0,0,0,0,0
wsj_1014.tml,21,e110,ei2338,get,it will get bloody,8,0,1,0,1,0,0
wsj_1025.tml,6,e14,ei68,conducted,the auction business is conducted in the second and fourth quarters,6,1,3,0,0,0,0
wsj_1031.tml,5,e10,ei62,entitle,the rights will entitle Philip Morris holders to buy shares of either the company,5,0,1,0,2,0,2
wsj_1035.tml,6,e10,ei2003,suffered,profit suffered,10,0,0,0,0,0,0
wsj_1038.tml,4,e10,ei1996,help,the restructuring will help,1,0,7,0,2,0,0
